34551,203,3
53,3,189,0,110,232,52,215
248,NONE,-1,-1,-1,-1,-1,-1
339,NONE,-1,-1,-1,-1,-1,-1
308,NONE,-1,-1,-1,-1,-1,-1
177,4,106,276,0,149,316,98
351,NONE,-1,-1,-1,-1,-1,-1
34,NONE,-1,-1,-1,-1,-1,-1
239,NONE,-1,-1,-1,-1,-1,-1
37,NONE,-1,-1,-1,-1,-1,-1
64,NONE,-1,-1,-1,-1,-1,-1
198,NONE,-1,-1,-1,-1,-1,-1
19,NONE,-1,-1,-1,-1,-1,-1
201,NONE,-1,-1,-1,-1,-1,-1
202,4,79,83,0,130,176,39
4,NONE,-1,-1,-1,-1,-1,-1
195,NONE,-1,-1,-1,-1,-1,-1
396,NONE,-1,-1,-1,-1,-1,-1
27,NONE,-1,-1,-1,-1,-1,-1
21,NONE,-1,-1,-1,-1,-1,-1
388,NONE,-1,-1,-1,-1,-1,-1
29,NONE,-1,-1,-1,-1,-1,-1
235,NONE,-1,-1,-1,-1,-1,-1
253,NONE,-1,-1,-1,-1,-1,-1
246,NONE,-1,-1,-1,-1,-1,-1
279,NONE,-1,-1,-1,-1,-1,-1
243,NONE,-1,-1,-1,-1,-1,-1
218,NONE,-1,-1,-1,-1,-1,-1
261,NONE,-1,-1,-1,-1,-1,-1
293,NONE,-1,-1,-1,-1,-1,-1
286,NONE,-1,-1,-1,-1,-1,-1
323,NONE,-1,-1,-1,-1,-1,-1
118,NONE,-1,-1,-1,-1,-1,-1
52,NONE,-1,-1,-1,-1,-1,-1
155,NONE,-1,-1,-1,-1,-1,-1
40,NONE,-1,-1,-1,-1,-1,-1
322,2,179,198,0,223,263,101
327,NONE,-1,-1,-1,-1,-1,-1
387,4,190,263,0,231,309,95
335,NONE,-1,-1,-1,-1,-1,-1
58,NONE,-1,-1,-1,-1,-1,-1
384,NONE,-1,-1,-1,-1,-1,-1
321,NONE,-1,-1,-1,-1,-1,-1
127,NONE,-1,-1,-1,-1,-1,-1
338,NONE,-1,-1,-1,-1,-1,-1
378,NONE,-1,-1,-1,-1,-1,-1
258,NONE,-1,-1,-1,-1,-1,-1
137,NONE,-1,-1,-1,-1,-1,-1
178,NONE,-1,-1,-1,-1,-1,-1
85,6,88,0,228,134,67,271
76,NONE,-1,-1,-1,-1,-1,-1
107,NONE,-1,-1,-1,-1,-1,-1
122,NONE,-1,-1,-1,-1,-1,-1
197,NONE,-1,-1,-1,-1,-1,-1
289,2,0,267,0,69,309,65
290,NONE,-1,-1,-1,-1,-1,-1
355,3,0,230,189,44,289,240
60,NONE,-1,-1,-1,-1,-1,-1
292,NONE,-1,-1,-1,-1,-1,-1
389,NONE,-1,-1,-1,-1,-1,-1
359,NONE,-1,-1,-1,-1,-1,-1
160,NONE,-1,-1,-1,-1,-1,-1
159,3,194,50,0,243,141,51
291,NONE,-1,-1,-1,-1,-1,-1
395,NONE,-1,-1,-1,-1,-1,-1
309,NONE,-1,-1,-1,-1,-1,-1
237,NONE,-1,-1,-1,-1,-1,-1
14,4,196,255,95,240,300,175
175,NONE,-1,-1,-1,-1,-1,-1
156,NONE,-1,-1,-1,-1,-1,-1
302,NONE,-1,-1,-1,-1,-1,-1
340,NONE,-1,-1,-1,-1,-1,-1
326,NONE,-1,-1,-1,-1,-1,-1
303,NONE,-1,-1,-1,-1,-1,-1
254,NONE,-1,-1,-1,-1,-1,-1
241,NONE,-1,-1,-1,-1,-1,-1
298,NONE,-1,-1,-1,-1,-1,-1
288,NONE,-1,-1,-1,-1,-1,-1
89,NONE,-1,-1,-1,-1,-1,-1
272,6,90,238,143,164,301,182
294,NONE,-1,-1,-1,-1,-1,-1
56,NONE,-1,-1,-1,-1,-1,-1
98,NONE,-1,-1,-1,-1,-1,-1
22,NONE,-1,-1,-1,-1,-1,-1
179,NONE,-1,-1,-1,-1,-1,-1
31,NONE,-1,-1,-1,-1,-1,-1
210,NONE,-1,-1,-1,-1,-1,-1
263,NONE,-1,-1,-1,-1,-1,-1
119,NONE,-1,-1,-1,-1,-1,-1
81,NONE,-1,-1,-1,-1,-1,-1
172,NONE,-1,-1,-1,-1,-1,-1
390,NONE,-1,-1,-1,-1,-1,-1
276,3,103,0,47,148,68,108
385,1,91,155,0,154,202,39
13,NONE,-1,-1,-1,-1,-1,-1
143,NONE,-1,-1,-1,-1,-1,-1
116,NONE,-1,-1,-1,-1,-1,-1
193,NONE,-1,-1,-1,-1,-1,-1
92,NONE,-1,-1,-1,-1,-1,-1
88,NONE,-1,-1,-1,-1,-1,-1
223,NONE,-1,-1,-1,-1,-1,-1
267,NONE,-1,-1,-1,-1,-1,-1
392,NONE,-1,-1,-1,-1,-1,-1
48,NONE,-1,-1,-1,-1,-1,-1
121,NONE,-1,-1,-1,-1,-1,-1
240,NONE,-1,-1,-1,-1,-1,-1
269,NONE,-1,-1,-1,-1,-1,-1
268,NONE,-1,-1,-1,-1,-1,-1
305,NONE,-1,-1,-1,-1,-1,-1
26,NONE,-1,-1,-1,-1,-1,-1
364,NONE,-1,-1,-1,-1,-1,-1
75,NONE,-1,-1,-1,-1,-1,-1
337,NONE,-1,-1,-1,-1,-1,-1
249,NONE,-1,-1,-1,-1,-1,-1
170,NONE,-1,-1,-1,-1,-1,-1
1,NONE,-1,-1,-1,-1,-1,-1
358,NONE,-1,-1,-1,-1,-1,-1
307,NONE,-1,-1,-1,-1,-1,-1
306,NONE,-1,-1,-1,-1,-1,-1
164,NONE,-1,-1,-1,-1,-1,-1
128,NONE,-1,-1,-1,-1,-1,-1
371,NONE,-1,-1,-1,-1,-1,-1
318,NONE,-1,-1,-1,-1,-1,-1
200,NONE,-1,-1,-1,-1,-1,-1
262,NONE,-1,-1,-1,-1,-1,-1
341,NONE,-1,-1,-1,-1,-1,-1
12,NONE,-1,-1,-1,-1,-1,-1
374,NONE,-1,-1,-1,-1,-1,-1
174,NONE,-1,-1,-1,-1,-1,-1
111,NONE,-1,-1,-1,-1,-1,-1
151,NONE,-1,-1,-1,-1,-1,-1
70,NONE,-1,-1,-1,-1,-1,-1
87,NONE,-1,-1,-1,-1,-1,-1
367,NONE,-1,-1,-1,-1,-1,-1
135,NONE,-1,-1,-1,-1,-1,-1
196,NONE,-1,-1,-1,-1,-1,-1
271,6,203,0,190,243,43,281
166,NONE,-1,-1,-1,-1,-1,-1
59,NONE,-1,-1,-1,-1,-1,-1
336,NONE,-1,-1,-1,-1,-1,-1
130,1,131,160,117,208,204,156
67,NONE,-1,-1,-1,-1,-1,-1
39,NONE,-1,-1,-1,-1,-1,-1
138,NONE,-1,-1,-1,-1,-1,-1
144,NONE,-1,-1,-1,-1,-1,-1
260,2,180,264,0,222,312,98
227,NONE,-1,-1,-1,-1,-1,-1
95,NONE,-1,-1,-1,-1,-1,-1
62,NONE,-1,-1,-1,-1,-1,-1
101,NONE,-1,-1,-1,-1,-1,-1
373,NONE,-1,-1,-1,-1,-1,-1
72,NONE,-1,-1,-1,-1,-1,-1
30,NONE,-1,-1,-1,-1,-1,-1
63,NONE,-1,-1,-1,-1,-1,-1
54,NONE,-1,-1,-1,-1,-1,-1
315,NONE,-1,-1,-1,-1,-1,-1
104,NONE,-1,-1,-1,-1,-1,-1
205,NONE,-1,-1,-1,-1,-1,-1
158,NONE,-1,-1,-1,-1,-1,-1
84,NONE,-1,-1,-1,-1,-1,-1
325,NONE,-1,-1,-1,-1,-1,-1
383,NONE,-1,-1,-1,-1,-1,-1
11,NONE,-1,-1,-1,-1,-1,-1
38,NONE,-1,-1,-1,-1,-1,-1
182,NONE,-1,-1,-1,-1,-1,-1
231,NONE,-1,-1,-1,-1,-1,-1
100,NONE,-1,-1,-1,-1,-1,-1
51,NONE,-1,-1,-1,-1,-1,-1
234,NONE,-1,-1,-1,-1,-1,-1
330,NONE,-1,-1,-1,-1,-1,-1
171,NONE,-1,-1,-1,-1,-1,-1
33,NONE,-1,-1,-1,-1,-1,-1
370,NONE,-1,-1,-1,-1,-1,-1
213,NONE,-1,-1,-1,-1,-1,-1
259,NONE,-1,-1,-1,-1,-1,-1
99,NONE,-1,-1,-1,-1,-1,-1
398,NONE,-1,-1,-1,-1,-1,-1
301,NONE,-1,-1,-1,-1,-1,-1
312,NONE,-1,-1,-1,-1,-1,-1
380,5,201,259,197,241,314,258
361,NONE,-1,-1,-1,-1,-1,-1
192,NONE,-1,-1,-1,-1,-1,-1
